  Base de dados BPS,,,,,,,,,,,,,,,,,,,,,
Dados do Item,,,,Dados da Compra,,,,,Dados do Fabricante Fornecedor,,,,Dados da Instituição,,,,Valores,,,,
Código BR,Descrição CATMAT, Unidade de Fornecimento ,Genérico,Registro Anvisa, Data Compra ,Modalidade da Compra, Data Inserção,Tipo Compra,Fabricante,CNPJ Fabricante,Fornecedor,CNPJ Fornecedor,Nome Instituição,CNPJ Instituição,Município Instituição,UF,Qtd Itens Comprados,Preço Unitário,CMED - Preço Regulado,Competência CMED, Média Ponderada 
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510019,25/08/2021,Pregão,11/01/2022,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,GLORIA FARMA DISTRIBUIDORA LTDA - ME ,10.436.883/0001-30,FUNDO MUNICIPAL DE SAUDE,11.261.188/0001-48,ITABAIANINHA,SE,"55005,0000","0,0900","0,4837",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO,Não,1542300400015,25/08/2021,Pregão,11/01/2022,A,GEOLAB INDUSTRIA FARMACÊUTICA LTDA,03.485.572/0001-04,NOVASUL COMERCIO DE PRODUTOS HOSPITALARES LTDA - ME ,14.595.725/0001-84,FUNDO MUNICIPAL DE SAUDE,11.261.188/0001-48,ITABAIANINHA,SE,"165015,0000","0,0900","0,7053",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510027,10/11/2021,Pregão,02/02/2022,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,ALTERMED MATERIAL MEDICO HOSPITALAR LTDA ,00.802.002/0001-02,MUNICIPIO DE NOSSA SENHORA DAS GRACAS,76.970.300/0001-65,NOSSA SENHORA DAS GRACAS,PR,"5000,0000","0,0900","0,1693",02/2022,"0,0717"
BR0381063,"METFORMINA CLORIDRATO, COMPOSIÇÃO:ASSOCIADA À SITAGLIPTINA, CONCENTRAÇÃO:500 MG + 50 MG",COMPRIMIDO,Não, Não Informado,24/09/2020,Pregão,26/05/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,DMC DISTRIBUIDORA DE MEDICAMENTOS E CORRELATOS LTDA - ME ,16.970.999/0001-31,FUNDO  MUNICIPAL  DE  SAUDE DE  MARABA,18.478.187/0001-07,MARABA,PA,"330000,0000","0,0900","0,0000",N/A,"2,4335"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510035,31/03/2021,Pregão,18/06/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,GOIAS COMERCIO DE PRODUTOS FARMACEUTICOS EIRELI,10.495.738/0001-20,FUNDO MUNICIPAL DE SAUDE,11.664.446/0001-37,PACAJA,PA,"100000,0000","0,0900","0,2041",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510159,07/03/2021,Pregão,19/08/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES LTDA,07.752.236/0001-23,MUNICIPIO DE IGREJINHA,88.379.763/0001-36,IGREJINHA,RS,"80000,0000","0,0900","0,4575",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510019,04/02/2021,Pregão,22/06/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,C G FARMA DISTRIBUIDORA EIRELI,29.565.364/0001-09,FUNDO MUNICIPAL DE SAUDE DE ITABAIANA SERGIPE,12.219.015/0001-24,ITABAIANA,SE,"1155000,0000","0,0900","0,4837",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510019,05/04/2021,Pregão,06/08/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,GLORIA FARMA DISTRIBUIDORA LTDA - ME ,10.436.883/0001-30,FUNDO MUNICIPAL DE SAUDE,11.266.975/0001-82,CAMPO DO BRITO,SE,"200000,0000","0,0900","0,4837",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510019,05/04/2021,Pregão,29/06/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,T.F. ALEXANDRE DISTRIBUIDORA DE MEDICAMENTOS,32.380.176/0001-02,FUNDO MUNICIPAL DE SAUDE,08.730.943/0001-81,CAPIM,PB,"2000,0000","0,0900","0,4837",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510035,27/10/2020,Pregão,08/02/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,INOVAMED COMERCIO DE MEDICAMENTOS LTDA - EPP ,12.889.035/0001-02,MUNICIPIO DE SANTA GERTRUDES,45.732.377/0001-73,SANTA GERTRUDES,SP,"550000,0000","0,0920","0,2065",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO,Não,1542300400015,27/07/2021,Pregão,02/12/2021,A,GEOLAB INDUSTRIA FARMACÊUTICA LTDA,03.485.572/0001-04,NOVASUL COMERCIO DE PRODUTOS HOSPITALARES LTDA - ME ,14.595.725/0001-84,FUNDO MUNICIPAL DE SAUDE,09.485.333/0001-22,IRATI,PR,"60000,0000","0,0922","0,7053",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510019,10/09/2021,Pregão,01/10/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,FUNDO MUNICIPAL DE SAUDE DE CARIACICA,13.917.136/0001-02,CARIACICA,ES,"2000000,0000","0,0933","0,4780",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510019,06/07/2021,Pregão,27/09/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,CIRURGICA NOSSA SENHORA - EIRELI,24.586.988/0001-80,FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE ASTORGA,08.561.107/0001-10,ASTORGA,PR,"100000,0000","0,0940","0,4837",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510027,20/07/2021,Tomada de Preços,04/10/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,"PRATI, DONADUZZI & CIA LTDA ",73.856.593/0010-57,MUNICIPIO DE DOURADOQUARA,18.158.261/0001-08,DOURADOQUARA,MG,"3000,0000","0,0940","0,1693",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510027,16/02/2021,Pregão,30/04/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,"PRATI, DONADUZZI & CIA LTDA ",73.856.593/0010-57,MUNICIPIO DE DOURADOQUARA,18.158.261/0001-08,DOURADOQUARA,MG,"2000,0000","0,0940","0,1693",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510027,11/08/2021,Tomada de Preços,02/09/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,"PRATI, DONADUZZI & CIA LTDA ",73.856.593/0010-57,MUNICIPIO DE DOURADOQUARA,18.158.261/0001-08,DOURADOQUARA,MG,"3000,0000","0,0940","0,1693",02/2022,"0,0717"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510061,06/11/2020,Pregão,16/12/2020,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,CIRURGICA NOSSA SENHORA - EIRELI,24.586.988/0001-80,MUNICIPIO DE NOSSA SENHORA DAS GRACAS,76.970.300/0001-65,NOSSA SENHORA DAS GRACAS,PR,"10000,0000","0,0942","0,1962",02/2022,"0,0828"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO,Não, Não Informado,01/02/2021,Pregão,24/09/2021,A,ORGANON FARMACEUTICA LTDA.,45.987.013/0001-34,ORGANON FARMACEUTICA LTDA.,45.987.013/0001-34,SECRETARIA DE ESTADO DA SAUDE,27.080.605/0001-96,VITORIA,ES,"61600,0000","0,0946","0,0000",N/A,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510027,05/04/2021,Pregão,07/06/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,CIRURGICA REAL - COMERCIAL HOSPITALAR E FARMACEUTICA - EIRELI - ME ,04.880.586/0001-87,FUNDO MUNICIPAL DE SAUDE - MAUA DA SERRA,09.280.202/0001-09,MAUA DA SERRA,PR,"30000,0000","0,0950","0,1693",02/2022,"0,0717"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO,Não, Não Informado,05/08/2021,Pregão,05/10/2021,A,MERCK SHARP & DOHME FARMACEUTICA LTDA,45.987.013/0003-04,CIRURGICA OLIMPIO - EIRELI - EPP ,01.140.868/0001-50,MUNICIPIO DE PIACATU,44.431.245/0001-49,PIACATU,SP,"1000,0000","0,0950","0,0000",N/A,"0,0828"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510061,16/02/2021,Pregão,09/03/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,"PRATI, DONADUZZI & CIA LTDA ",73.856.593/0010-57,MUNICIPIO DE DOURADOQUARA,18.158.261/0001-08,DOURADOQUARA,MG,"2000,0000","0,0950","0,1962",02/2022,"0,0828"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO - GENÉRICO,Sim,1008903790034,30/04/2021,Pregão,28/06/2021,A,MERCK S/A ,33.069.212/0001-84,CIRURGICA OLIMPIO - EIRELI - EPP ,01.140.868/0001-50,MUNICIPIO DE IBATE,45.355.575/0001-65,IBATE,SP,"400,0000","0,0955","0,0000",N/A,"0,0828"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1008902750012,30/04/2021,Pregão,28/06/2021,A,MERCK S/A ,33.069.212/0001-84,CIRURGICA OLIMPIO - EIRELI - EPP ,01.140.868/0001-50,MUNICIPIO DE IBATE,45.355.575/0001-65,IBATE,SP,"400,0000","0,0955","0,4060",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510035,31/05/2021,Pregão,08/06/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,PONTAMED FARMACEUTICA LTDA ,02.816.696/0001-54,FUNDACAO ESTATAL DE ATENCAO ESPECIALIZADA EM SAUDE DE CURITIBA (FEAES - CURITIBA),14.814.139/0001-83,CURITIBA,PR,"3000,0000","0,0960","0,2065",02/2022,"0,0717"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510061,12/05/2021,Pregão,22/06/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,DIMASTER - COMERCIO DE PRODUTOS HOSPITALARES LTDA.,02.520.829/0003-02,FUNDO MUNICIPAL DE SAUDE DE TRES LAGOAS-MS,13.034.603/0001-56,TRES LAGOAS,MS,"500000,0000","0,0970","0,1938",02/2022,"0,0828"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510043,26/10/2021,Pregão,19/01/2022,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,TOLESUL DISTRIBUIDORA DE MEDICAMENTOS LTDA,35.959.514/0001-53,MUNICIPIO DE SANTA RITA DO PASSA QUATRO,45.749.819/0001-94,SANTA RITA DO PASSA QUATRO,SP,"2000,0000","0,0980","0,3790",02/2022,"0,0828"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510019,26/10/2021,Pregão,19/01/2022,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,TOLESUL DISTRIBUIDORA DE MEDICAMENTOS LTDA,35.959.514/0001-53,MUNICIPIO DE SANTA RITA DO PASSA QUATRO,45.749.819/0001-94,SANTA RITA DO PASSA QUATRO,SP,"2500,0000","0,0980","0,4837",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510035,27/08/2021,Pregão,03/09/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,TOLESUL DISTRIBUIDORA DE MEDICAMENTOS LTDA,35.959.514/0001-53,AUTARQUIA MUNICIPAL DE SAUDE DE APUCARANA A M S,78.956.513/0001-68,APUCARANA,PR,"220000,0000","0,0980","0,2065",02/2022,"0,0717"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510061,27/10/2020,Pregão,08/02/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,INOVAMED COMERCIO DE MEDICAMENTOS LTDA - EPP ,12.889.035/0001-02,MUNICIPIO DE SANTA GERTRUDES,45.732.377/0001-73,SANTA GERTRUDES,SP,"100000,0000","0,0989","0,1962",02/2022,"0,0828"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1832601370052,03/02/2021,Pregão,09/08/2021,J,SANOFI MEDLEY FARMACEUTICA LTDA,10.588.595/0010-92,ONICIO EUSTAQUIO DE MELO LTDA,08.049.349/0001-20,MUNICIPIO DE PIUMHI,16.781.346/0001-04,PIUMHI,MG,"1830,0000","0,0990","0,1540",02/2022,"0,1113"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510019,05/08/2021,Pregão,13/01/2022,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,MARCELA CAROLINE BASTOS SALDANHA EIRELI,30.034.749/0001-10,FUNDO MUNICIPAL DE SAUDE,08.194.799/0001-06,MACHADOS,PE,"170000,0000","0,1000","0,4837",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510019,17/11/2021,Pregão,16/12/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,CIRURGICA BRASIL DISTRIBUIDORA DE MEDICAMENTOS LTDA,40.788.766/0001-05,TORITAMA FUNDO MUNICIPAL DE SAUDE,11.073.548/0001-88,TORITAMA,PE,"450000,0000","0,1000","0,4837",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1008902750055,02/02/2022,Pregão,10/02/2022,A,MERCK S/A ,33.069.212/0001-84,PARTNER FARMA DISTRIBUIDORA DE MEDICAMENTOS - EIRELI ,28.123.417/0001-60,MUNICIPIO DE TRABIJU,01.572.597/0001-01,TRABIJU,SP,"6000,0000","0,1000","0,3775",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO,Não, Não Informado,09/09/2021,Pregão,03/12/2021,A,MERCK SHARP & DOHME FARMACEUTICA LTDA,45.987.013/0003-04,DROGAFONTE LTDA,08.778.201/0001-26,FUNDO MUNICIPAL DE SAUDE,11.164.805/0001-97,JURIPIRANGA,PB,"80000,0000","0,1000","0,0000",N/A,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1008902750055,20/04/2021,Pregão,24/11/2021,A,MERCK S/A ,33.069.212/0001-84,DROGAFONTE LTDA,08.778.201/0001-26,FUNDO MUNICIPAL DE SAUDE DE SAO JOSE DOS RAMOS,11.227.813/0001-35,SAO JOSE DOS RAMOS,PB,"40000,0000","0,1000","0,3775",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510019,09/02/2021,Pregão,30/06/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,GLORIA FARMA DISTRIBUIDORA LTDA - ME ,10.436.883/0001-30,FUNDO MUNICIPAL DE SAUDE DE TOMAR DO GERU,11.412.389/0001-07,TOMAR DO GERU,SE,"140000,0000","0,1000","0,4837",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510027,08/02/2021,Pregão,04/03/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,LIGIA MARIA CARNEIRO ,29.228.930/0001-89,FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE GOIOERE,09.298.629/0001-34,GOIOERE,PR,"2000,0000","0,1000","0,1693",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510019,28/04/2021,Pregão,30/08/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,"NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA - EPP ",15.218.561/0001-39,FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE MATARACA-PB,13.070.749/0001-57,MATARACA,PB,"25000,0000","0,1000","0,4837",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510019,16/04/2021,Pregão,11/05/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,CIENTIFICA MEDICA HOSPITALAR LTDA ,07.847.837/0001-10,FUNDO MUNICIPAL DE SAUDE DE CONCEICAO DO ARAGUAIA,17.453.467/0001-90,CONCEICAO DO ARAGUAIA,PA,"900000,0000","0,1000","0,4780",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510035,19/04/2021,Pregão,09/06/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,FOXMED MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA ,24.994.990/0001-99,FUNDO MUNICIPAL DE SAUDE,11.248.285/0001-09,IPOJUCA,PE,"422440,0000","0,1000","0,2065",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1008902750055,07/07/2021,Pregão,04/08/2021,A,MERCK S/A ,33.069.212/0001-84,LOGER DISTRIBUIDORA DE MEDICAMENTOS E MATERIAIS HOSPITALARES EIRELI ,27.600.270/0001-90,FUNDO MUNICIPAL DE SAUDE,11.718.406/0001-20,ARACAJU,SE,"810000,0000","0,1000","0,3775",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO,Não,1008901930017,25/08/2020,Pregão,08/01/2021,A,MERCK S/A ,33.069.212/0001-84,PROMEFARMA REPRESENTAÇÕES COMERCIAIS LTDA,81.706.251/0001-98,FUNDO MUNICIPAL DE SAUDE DE GRANDES RIOS,09.535.844/0001-01,GRANDES RIOS,PR,"100,0000","0,1000","0,6433",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510019,23/09/2020,Pregão,28/12/2020,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,INOVAMED COMERCIO DE MEDICAMENTOS LTDA - EPP ,12.889.035/0001-02,FUNDO MUNICIPAL DE SAUDE DE ESPIGAO DO OESTE (FMS),23.109.604/0001-76,ESPIGAO D'OESTE,RO,"1000,0000","0,1000","0,4807",02/2022,"0,0717"
BR0267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510027,07/09/2020,Pregão,08/10/2020,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,ANJOMEDI DISTRIBUIDORA DE MEDICAMENTOS LTDA,31.151.224/0001-28,MUNICIPIO DE PAULA FREITAS,75.687.954/0001-13,PAULA FREITAS,PR,"50000,0000","0,1000","0,1693",02/2022,"0,0717"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510061,07/05/2021,Pregão,13/01/2022,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,ACACIA COMERCIO DE MEDICAMENTOS LTDA ,03.945.035/0001-91,MUNICIPIO DE CASSIA DOS COQUEIROS,44.229.805/0001-87,CASSIA DOS COQUEIROS,SP,"70000,0000","0,1000","0,1962",02/2022,"0,0828"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510043,09/08/2021,Pregão,25/11/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,"NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA - EPP ",15.218.561/0001-39,FUNDO MUNICIPAL DE SAUDE,11.164.805/0001-97,JURIPIRANGA,PB,"10000,0000","0,1000","0,3790",02/2022,"0,0828"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510043,05/08/2021,Pregão,13/01/2022,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,MARCELA CAROLINE BASTOS SALDANHA EIRELI,30.034.749/0001-10,FUNDO MUNICIPAL DE SAUDE,08.194.799/0001-06,MACHADOS,PE,"20000,0000","0,1000","0,3790",02/2022,"0,0828"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO,Não, Não Informado,25/08/2021,Pregão,11/01/2022,A,MERCK SHARP & DOHME FARMACEUTICA LTDA,45.987.013/0003-04,LOGER DISTRIBUIDORA DE MEDICAMENTOS E MATERIAIS HOSPITALARES EIRELI ,27.600.270/0001-90,FUNDO MUNICIPAL DE SAUDE,11.261.188/0001-48,ITABAIANINHA,SE,"35010,0000","0,1000","0,0000",N/A,"0,0828"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO,Não, Não Informado,12/04/2021,Pregão,09/07/2021,A,MULTILAB LABORATORIO DE ANALISES CLINICAS LTDA ,00.860.254/0001-80,C. B. DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS SA,27.764.200/0001-77,MUNICIPIO DE TRES RIOS,29.138.377/0001-93,TRES RIOS,RJ,"18000,0000","0,1000","0,0000",N/A,"0,0828"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510061,24/08/2020,Pregão,19/11/2020,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,MUNICIPIO DE FERNANDOPOLIS,47.842.836/0001-05,FERNANDOPOLIS,SP,"100000,0000","0,1000","0,1962",02/2022,"0,0828"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO - GENÉRICO,Sim,1037005060081,27/10/2020,Dispensa de Licitação,16/11/2020,A,LABORATORIO TEUTO BRASILEIRO S/A ,17.159.229/0001-76,PONTAMED FARMACEUTICA LTDA ,02.816.696/0001-54,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,80.257.355/0001-08,PONTA GROSSA,PR,"700,0000","0,1000","0,3642",02/2022,"0,0828"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510061,19/10/2020,Pregão,16/09/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,MUNICIPIO DE ATIBAIA,45.279.635/0001-08,ATIBAIA,SP,"900000,0000","0,1000","0,1962",02/2022,"0,0828"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO - GENÉRICO,Sim,1008902750020,03/03/2021,Pregão,05/04/2021,A,MERCK S/A ,33.069.212/0001-84,ARMAZEM DOS MEDICAMENTOS EIRELI ,27.718.661/0001-03,MUNICIPIO DE JARU,04.279.238/0001-59,JARU,RO,"18000,0000","0,1000","0,3620",02/2022,"0,0828"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510043,17/03/2021,Pregão,23/08/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,"NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA - EPP ",15.218.561/0001-39,MUNICIPIO DE SAO JOSE DE ESPINHARAS,08.882.730/0001-75,SAO JOSE DE ESPINHARAS,PB,"5000,0000","0,1000","0,3790",02/2022,"0,0828"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510061,17/03/2021,Pregão,06/08/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,MEDVIDA DISTRIBUIDORA DE MEDICAMENTOS HOSPITALAR EIRELI - ME,06.132.785/0001-32,FUNDO MUNICIPAL DE SAUDE DE FEIRA NOVA,11.472.134/0001-21,FEIRA NOVA,PE,"140000,0000","0,1000","0,1962",02/2022,"0,0828"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510116,09/02/2021,Pregão,30/06/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,BS DISTRIBUIDORA HOSPITALAR EIRELI,32.910.616/0001-96,FUNDO MUNICIPAL DE SAUDE DE TOMAR DO GERU,11.412.389/0001-07,TOMAR DO GERU,SE,"30000,0000","0,1000","0,3585",02/2022,"0,0828"
BR0267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",COMPRIMIDO - GENÉRICO,Sim,1256801510061,28/04/2021,Pregão,21/09/2021,A,"PRATI, DONADUZZI E CIA LTDA",73.856.593/0001-66,BRASIL MED DISTRIBUIDORA DE MEDICAMENTOS EIRELI,04.439.126/0001-18,FUNDO MUNICIPAL DE SAUDE,09.555.110/0001-94,NOVO REPARTIMENTO,PA,"20000,0000","0,1000","0,1938",02/2022,"0,0828"
