"","Codigo","Tipo de Adquisicion","Estado","Nombre Organismo","Region Unidad","Codigo Moneda","Fecha Creacion","Fecha Publicacion","Fecha Adjudicacion","Fuente Financiamiento","Descripcion linea Adquisicion","Descripcion Proveedor","Unidad Medida","Nombre Proveedor","Estado Oferta","Cantidad Ofertada","Moneda de la Oferta","Monto Unitario Oferta","Valor Total Ofertado","Cantidad Adjudicada","Monto Linea Adjudica","Fecha Envio Oferta","Oferta seleccionada","CHL-USD","Monto Unitario Oferta USD","Monto Linea Adjudica USD","Valor Total Ofertado USD","Tipo de Institucion"
"1313","8685099","Licitación Pública Entre 100 y 1000 UTM (LE)","8","Hospital Santa Juana","Región del Biobío","CLP","2020-05-07","2020-05-08","2020-05-22","Hospital santa Juana","GLIBENCLAMIDA 5MG","GLIBENCLAMIDA.BE.COM.5MG.60,MARCA-,CX60 COMPRIMIDOS,,REG. ISP,LAB.MARCA,BIOEQUIVALENTES Y GENERICOS,Se adjuntan Anexos Administrativos, Técnicos y Condiciones de Canje. Despacho a Todo Chile Incluído de 24 a 48 Horas, Vence  OCTUBRE-2022 ,SIN MINIMO DE CO","Comprimido","ADN FARMACÉUTICA","Aceptada","4000","Peso Chileno","9","36000","0","0","2020-05-18","No Seleccionada",820.555238095238,0.0109681829841118,0,43.8727319364472,"Hospital"
"1314","8685099","Licitación Pública Entre 100 y 1000 UTM (LE)","8","Hospital Santa Juana","Región del Biobío","CLP","2020-05-07","2020-05-08","2020-05-22","Hospital santa Juana","GLIBENCLAMIDA 5MG","GLBN0005COMP. BEGLIBENCLAMIDA 5MG X 1005 COMP.. MINTLAB. GLIBENCLAMIDA. REG ISP F-9896 - VTO 2-2024 - LOTE B200126
Entrega en 2 días. Se adjunta ISP, CANJE y anexos técnicos. Vigencia 90 días. Sin costo por flete. Pedido mínimo 50.000.","Comprimido","ETHON PHARMACEUTICALS SPA.","Aceptada","4000","Peso Chileno","8","32000","0","0","2020-05-18","No Seleccionada",820.555238095238,0.00974949598587716,0,38.9979839435086,"Hospital"
"1315","8685099","Licitación Pública Entre 100 y 1000 UTM (LE)","8","Hospital Santa Juana","Región del Biobío","CLP","2020-05-07","2020-05-08","2020-05-22","Hospital santa Juana","GLIBENCLAMIDA 5MG","Glibenclamida - Glibenclamida Com.5Mg. X COM.
-CAJAS X 1000 Comprimido - Genericos Clinicos S -  Fecha Venc. Abril 2022
","Comprimido","LABOFAR","Aceptada","4000","Peso Chileno","8.7","34800","0","0","2020-05-18","No Seleccionada",820.555238095238,0.0106025768846414,0,42.4103075385656,"Hospital"
"1316","8685099","Licitación Pública Entre 100 y 1000 UTM (LE)","8","Hospital Santa Juana","Región del Biobío","CLP","2020-05-07","2020-05-08","2020-05-22","Hospital santa Juana","GLIBENCLAMIDA 5MG","905114 GLIBENCLAMIDA 5 MG 1000 COMP REGISTRO ISP: F-2414/19 ANDROMACO GENERICO 31-08-2022 ENTREGA DENTRO DE 48 HORAS.","Comprimido","DROGUERIA GLOBAL PHARMA SPA","Aceptada","4000","Peso Chileno","7.5","30000","0","0","2020-05-15","No Seleccionada",820.555238095238,0.00914015248675984,0,36.5606099470393,"Hospital"
"1317","8685099","Licitación Pública Entre 100 y 1000 UTM (LE)","8","Hospital Santa Juana","Región del Biobío","CLP","2020-05-07","2020-05-08","2020-05-22","Hospital santa Juana","GLIBENCLAMIDA 5MG","SB432043 - GLIBENCLAMIDA B 5mg X60COM., GLIBENCLAMIDA 5mg COMPRIMIDOS. ISP: F-394715. Fabricante: LABORATORIO CHILE. Vencimiento mayor a 12 meses. Valor cotizado por COMPRIMIDO. Unidad mínima de venta CAJA X 60 COMPRIMIDOS. Mínimo de facturación 100.000 n","Comprimido","Distribuidora Salcobrand","Aceptada","4000","Peso Chileno","8","32000","0","0","2020-05-12","No Seleccionada",820.555238095238,0.00974949598587716,0,38.9979839435086,"Hospital"
"1318","8685099","Licitación Pública Entre 100 y 1000 UTM (LE)","8","Hospital Santa Juana","Región del Biobío","CLP","2020-05-07","2020-05-08","2020-05-22","Hospital santa Juana","GLIBENCLAMIDA 5MG","22100219 GLIBENCLAMIDA COM 5 MG - CAJA X 1000 COM - BIOEQUIVALENTE., CAJA X 1000, REGISTRO ISP F-2414/19, FECHA DE VENCIMIENTO 31-01-2023, DESPACHO EN 1 DIA","Comprimido","LABORATORIOS ANDROMACO S.A.","Aceptada","4000","Peso Chileno","6.16","24640","4000","24640","2020-05-14","Seleccionada",820.555238095238,0.00750711190912541,30.0284476365017,30.0284476365017,"Hospital"
"1319","8685450","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE CASABLANCA","Región de Valparaíso","CLP","2020-05-08","2020-05-14","2020-06-04",NA,"metformina/glibenclamida 500/5 mg caja por 60 comprimidos.","Glibenclamida + Metformina - Glukaut 500 mg.5 Mg. x cajas x 60 Comp.Rec.  - Sanitas Chemopharma -  Fecha Venc. Dic 2021
","Caja","LABOFAR","Aceptada","20","Peso Chileno","6727","134540","0","0","2020-05-19","No Seleccionada",795.597954545455,8.45527563459273,0,169.105512691855,"Municipalidad"
"1320","8685450","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE CASABLANCA","Región de Valparaíso","CLP","2020-05-08","2020-05-14","2020-06-04",NA,"metformina/glibenclamida 500/5 mg caja por 60 comprimidos.","SB2984348 - GLUKAUT 5005 X60COM., GLIBENCLAMIDA  METFORMINA 5mg - 500mg COMPRIMIDOS RECUBIERTOS. ISP: F-1433114. Fabricante: SANITAS S.A.. Vencimiento mayor a 12 meses. Valor cotizado por CAJA. Unidad mínima de venta CAJA X 60 COMPRIMIDOS. Mínimo de factu","Caja","Distribuidora Salcobrand","Aceptada","20","Peso Chileno","4204","84080","0","0","2020-05-18","No Seleccionada",795.597954545455,5.28407592802554,0,105.681518560511,"Municipalidad"
"1321","8685450","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE CASABLANCA","Región de Valparaíso","CLP","2020-05-08","2020-05-14","2020-06-04",NA,"metformina/glibenclamida 500/5 mg caja por 60 comprimidos.","MT500.5COMP. GLUKAUT 5005 MG X 60 COMP. REC.. SANITAS. METFORMINAGLIBENCLAMIDA. REG ISP F-14331 - VTO 44438 - LOTE 0829518
Entrega en 2 días. Se adjunta ISP, CANJE y anexos técnicos. Vigencia 60 días. Sin costo por flete. Pedido mínimo 50.000.","Caja","ETHON PHARMACEUTICALS SPA.","Aceptada","20","Peso Chileno","3462","69240","20","69240","2020-05-19","Seleccionada",795.597954545455,4.35144406822655,87.0288813645311,87.0288813645311,"Municipalidad"
"1322","8685652","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE LOTA","Región del Biobío","CLP","2020-05-08","2020-05-08","2020-05-19",NA,"METFORMINA 500MG+GLIBENCLAMIDA 5MG CM.","MT500.5COMP. GLUKAUT 5057,705 MG X 60 COMP. REC.. SANITAS. METFORMINAGLIBENCLAMIDA. REG ISP F-14331 - VTO 8-2021 - LOTE 0829518 Entrega en 72 horas. Se adjunta ISP, CANJE y anexos técnicos. Validez de la oferta 60 días. Sin costo por flete. Monto mínimo d","Comprimido","ETHON PHARMACEUTICALS SPA.","Aceptada","20000","Peso Chileno","57.7","1154000","0","0","2020-05-15","No Seleccionada",820.555238095238,0.070318239798139,0,1406.36479596278,"Municipalidad"
"1323","8685652","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE LOTA","Región del Biobío","CLP","2020-05-08","2020-05-08","2020-05-19",NA,"METFORMINA 500MG+GLIBENCLAMIDA 5MG CM.","MetforminaGlibenclamida - Glifortex G Com Rec 500-5Mg X COM.
-CAJAS X 1000 COM.-
  - Andromaco -  Fecha Venc. Sept 2021
Despacho en 72 horas","Comprimido","LABOFAR","Aceptada","20000","Peso Chileno","34.8","696000","0","0","2020-05-18","No Seleccionada",820.555238095238,0.0424103075385656,0,848.206150771313,"Municipalidad"
"1324","8685652","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE LOTA","Región del Biobío","CLP","2020-05-08","2020-05-08","2020-05-19",NA,"METFORMINA 500MG+GLIBENCLAMIDA 5MG CM.","SB2984348 - GLUKAUT 5005 X60COM., GLIBENCLAMIDA  METFORMINA 5mg - 500mg COMPRIMIDOS RECUBIERTOS. ISP: F-1433114. Fabricante: SANITAS S.A.. Vencimiento mayor a 12 meses. Valor cotizado por COMPRIMIDO. Unidad mínima de venta CAJA X 60 COMPRIMIDOS. Mínimo de","Comprimido","Distribuidora Salcobrand","Aceptada","20000","Peso Chileno","71","1420000","0","0","2020-05-11","No Seleccionada",820.555238095238,0.0865267768746598,0,1730.5355374932,"Municipalidad"
"1325","8685652","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE LOTA","Región del Biobío","CLP","2020-05-08","2020-05-08","2020-05-19",NA,"METFORMINA 500MG+GLIBENCLAMIDA 5MG CM.","S-PT4348 GLIBENCLAMIDA + METFORMINA,GLUKAUT 500/5 MG 60 COMP.REC. 
FECHA DE VENCIMIENTO 30-09-2022.  N° DE REGISTRO ISP: F-14331/19","Comprimido","Instituto Sanitas S.A.","Aceptada","20000","Peso Chileno","41.7","834000","0","0","2020-05-13","No Seleccionada",820.555238095238,0.0508192478263847,0,1016.38495652769,"Municipalidad"
"1326","8685652","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE LOTA","Región del Biobío","CLP","2020-05-08","2020-05-08","2020-05-19",NA,"METFORMINA 500MG+GLIBENCLAMIDA 5MG CM.","AND0230 GLIFORTEX-G 5005MG EN CAJA DE 1000 COMP REC Entrega 24-48 HR METFORMINA+GLIBENCLAMIDA F-12968 ANDROMACO  VENC. 30-11-2021","Comprimido","Caribean Pharma Ltda","Aceptada","20000","Peso Chileno","32","640000","0","0","2020-05-15","No Seleccionada",820.555238095238,0.0389979839435086,0,779.959678870173,"Municipalidad"
"1327","8685652","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE LOTA","Región del Biobío","CLP","2020-05-08","2020-05-08","2020-05-19",NA,"METFORMINA 500MG+GLIBENCLAMIDA 5MG CM.","22100127 GLIFORTEX G COM RECUBIERTO - METFORMINA CLORHIDRATO 500 MG / GLIBENCLAMIDA 5 MG - CAJA X 1000 COM., CAJA X 1000, REGISTRO ISP F-12968/18 (LABORATORIOS ANDRÓMACO), FECHA DE VENCIMIENTO 31-12-2021, DESPACHO EN DOS (02) DÍAS HÁBILES, SE ADJUNTA CART","Comprimido","LABORATORIOS ANDROMACO S.A.","Aceptada","20000","Peso Chileno","26.4","528000","20000","528000","2020-05-13","Seleccionada",820.555238095238,0.0321733367533946,643.466735067893,643.466735067893,"Municipalidad"
"1328","8685652","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE LOTA","Región del Biobío","CLP","2020-05-08","2020-05-08","2020-05-19",NA,"METFORMINA 500MG+GLIBENCLAMIDA 5MG CM.","GLUCOVANCE 500 / 5MG  -Metformina;Glibenclamida- caja x 30 comp. recubiertos _ Fecha venc. 31-03-2021 _ Despacho dentro de 3 días hábiles _ Monto minimo facturación $120.000 pesos netos.","Comprimido","Merck S.A. Productos Farmacéuticos","Aceptada","20000","Peso Chileno","205","4100000","0","0","2020-05-18","No Seleccionada",820.555238095238,0.249830834638102,0,4996.61669276204,"Municipalidad"
"1329","8685913","Licitación Pública Menor a 100 UTM (L1)","8","Ilustre Municipalidad de Renaico","Región de la Araucanía","CLP","2020-05-11","2020-05-11","2020-07-20",NA,"Glibenclamida 5 mg.","GLBN0005COMP. BEGLIBENCLAMIDA 5MG X 1005 COMP.. MINTLAB. GLIBENCLAMIDA. REG ISP F-9896 - VTO 2-2024 - LOTE B200126
Entrega en 2 DÍAS. Se adjunta ISP, CANJE y anexos técnicos.  Sin costo por flete. Pedido mínimo 50.000.","Comprimido","ETHON PHARMACEUTICALS SPA.","Aceptada","4000","Peso Chileno","8","32000","0","0","2020-05-14","No Seleccionada",782.394347826087,0.01022502274234,0,40.9000909693599,"Municipalidad"
"1330","8685913","Licitación Pública Menor a 100 UTM (L1)","8","Ilustre Municipalidad de Renaico","Región de la Araucanía","CLP","2020-05-11","2020-05-11","2020-07-20",NA,"Glibenclamida 5 mg.","MIN0286 GLIBENCLAMIDA B.E 5MG X 1005 COMP. BE. B  Entrega 24-48 HR GLIBENCLAMIDA F-986 MINTLAB  VENC. 30-10-2022","Comprimido","Caribean Pharma Ltda","Aceptada","4000","Peso Chileno","7","28000","4000","28000","2020-05-15","Seleccionada",782.394347826087,0.00894689489954749,35.7875795981899,35.7875795981899,"Municipalidad"
"1331","8685913","Licitación Pública Menor a 100 UTM (L1)","8","Ilustre Municipalidad de Renaico","Región de la Araucanía","CLP","2020-05-11","2020-05-11","2020-07-20",NA,"Glibenclamida 5 mg.","905114	   GLIBENCLAMIDA 5 MG 1000 COMP 	N° REGISTRO ISP: F-2414/14	ANDROMACO	GENERICO	31-08-2022
VALOR INCLUYE FLETE DESPACHO   24   HORAS
MINIMO A DESP $30000 INCLUYE  IVA SE GARANTIZA SERV POST VENTA
","Comprimido","DROGUERIA GLOBAL PHARMA SPA","Aceptada","4000","Peso Chileno","7.5","30000","0","0","2020-05-18","No Seleccionada",782.394347826087,0.00958595882094374,0,38.3438352837749,"Municipalidad"
"1332","8685913","Licitación Pública Menor a 100 UTM (L1)","8","Ilustre Municipalidad de Renaico","Región de la Araucanía","CLP","2020-05-11","2020-05-11","2020-07-20",NA,"Glibenclamida 5 mg.","SB432043 - GLIBENCLAMIDA B 5mg X60COM., GLIBENCLAMIDA 5mg COMPRIMIDOS. ISP: F-394715. Fabricante: LABORATORIO CHILE. Vencimiento mayor a 12 meses. Valor cotizado por COMPRIMIDO. Unidad mínima de venta CAJA X 60 COMPRIMIDOS. Mínimo de facturación 100.000 n","Comprimido","Distribuidora Salcobrand","Aceptada","4000","Peso Chileno","8","32000","0","0","2020-05-12","No Seleccionada",782.394347826087,0.01022502274234,0,40.9000909693599,"Municipalidad"
"1333","8685913","Licitación Pública Menor a 100 UTM (L1)","8","Ilustre Municipalidad de Renaico","Región de la Araucanía","CLP","2020-05-11","2020-05-11","2020-07-20",NA,"Glibenclamida 5 mg.","GLIBENCLAMIDA 5MG, BIOEQUIVALENTE, CAJA X 1000 COMP, ANDROMACO, VENC OCTUBRE 2022	Registro ISP: F-2414
","Comprimido","SOCOSEP SA","Aceptada","4000","Peso Chileno","7.41","29640","0","0","2020-05-18","No Seleccionada",782.394347826087,0.00947092731509241,0,37.8837092603696,"Municipalidad"
"1334","8685913","Licitación Pública Menor a 100 UTM (L1)","8","Ilustre Municipalidad de Renaico","Región de la Araucanía","CLP","2020-05-11","2020-05-11","2020-07-20",NA,"Glibenclamida 5 mg.","GLIBENCLAMIDA 5MG BE®, GLIBENCLAMIDA, CAJA x 1000 CM, ANDROMACO, Reg.ISP: F-2414, Vence: 2021-11-30. MONTO MINIMO DE FACTURACION  50.000+IVA, ENTREGA EN 3 DIAS HABILES, SE ADJUNTA POLITICAS DE CANJE-FLETE INCLUIDO.","Comprimido","Medikar Ltda","Aceptada","4000","Peso Chileno","8.55","34200","0","0","2020-05-18","No Seleccionada",782.394347826087,0.0109279930558759,0,43.7119722235034,"Municipalidad"
"1335","8685913","Licitación Pública Menor a 100 UTM (L1)","8","Ilustre Municipalidad de Renaico","Región de la Araucanía","CLP","2020-05-11","2020-05-11","2020-07-20",NA,"Glibenclamida 5 mg.","Glibenclamida - Glibenclamida Com.5Mg. X COM.
-CAJAS X 1000 Comprimido - Genericos Clinicos S -  Fecha Venc. Abril 2022
","Comprimido","LABOFAR","Aceptada","4000","Peso Chileno","6.3","25200","0","0","2020-05-15","No Seleccionada",782.394347826087,0.00805220540959274,0,32.2088216383709,"Municipalidad"
"1336","8686333","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE RINCONADA","Región de Valparaíso","CLP","2020-05-12","2020-05-12","2020-06-01","PROGRAMA FARMACIA MUNICIPAL 2020 ARSENAL","GLIBENCLAMIDA 5 MG x 1000 CAJA VENC. SUPERIOR 2 AÑOS DOCUMENTACION TECNICA SOLICITADA : CERTIFICADO DE FARMAVIGILANCIA, POLITICA DE CANJE Y DEVOLUCION , CERTIFICADO DE ANALISIS DE LOTE","GLBN0005COMP. BEGLIBENCLAMIDA 5MG X 1005 COMP.. MINTLAB. GLIBENCLAMIDA. REG ISP F-9896 - VTO 2-2024 - LOTE B200126
Entrega en 2 días. Se adjunta ISP, CANJE y anexos técnicos. Vigencia 90 días. Sin costo por flete. Pedido mínimo 50.000.","Comprimido","ETHON PHARMACEUTICALS SPA.","Aceptada","15000","Peso Chileno","8","120000","0","0","2020-05-18","No Seleccionada",795.597954545455,0.010055330024787,0,150.829950371804,"Municipalidad"
"1337","8686333","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE RINCONADA","Región de Valparaíso","CLP","2020-05-12","2020-05-12","2020-06-01","PROGRAMA FARMACIA MUNICIPAL 2020 ARSENAL","GLIBENCLAMIDA 5 MG x 1000 CAJA VENC. SUPERIOR 2 AÑOS DOCUMENTACION TECNICA SOLICITADA : CERTIFICADO DE FARMAVIGILANCIA, POLITICA DE CANJE Y DEVOLUCION , CERTIFICADO DE ANALISIS DE LOTE","GLIBENCLAMIDA 5 MG CM. CAJAX1000. LAB ANDROMACO. REG ISP F-2414-19. VENCE 31-10-2022. BIOEQUIVALENTE. 
","Comprimido","WINPHARM","Aceptada","15000","Peso Chileno","8","120000","0","0","2020-05-18","No Seleccionada",795.597954545455,0.010055330024787,0,150.829950371804,"Municipalidad"
"1338","8686333","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE RINCONADA","Región de Valparaíso","CLP","2020-05-12","2020-05-12","2020-06-01","PROGRAMA FARMACIA MUNICIPAL 2020 ARSENAL","GLIBENCLAMIDA 5 MG x 1000 CAJA VENC. SUPERIOR 2 AÑOS DOCUMENTACION TECNICA SOLICITADA : CERTIFICADO DE FARMAVIGILANCIA, POLITICA DE CANJE Y DEVOLUCION , CERTIFICADO DE ANALISIS DE LOTE","GLIBENCLAMIDA 5MG BE®, GLIBENCLAMIDA, CAJA x 1000 CM, ANDROMACO, Reg.ISP: F-2414, Vence: 2021-11-30. ENTREGA EN  24  HRS","Comprimido","Medikar Ltda","Aceptada","15000","Peso Chileno","7.3","109500","0","0","2020-05-17","No Seleccionada",795.597954545455,0.0091754886476181,0,137.632329714271,"Municipalidad"
"1339","8686333","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE RINCONADA","Región de Valparaíso","CLP","2020-05-12","2020-05-12","2020-06-01","PROGRAMA FARMACIA MUNICIPAL 2020 ARSENAL","GLIBENCLAMIDA 5 MG x 1000 CAJA VENC. SUPERIOR 2 AÑOS DOCUMENTACION TECNICA SOLICITADA : CERTIFICADO DE FARMAVIGILANCIA, POLITICA DE CANJE Y DEVOLUCION , CERTIFICADO DE ANALISIS DE LOTE","MIN0286 GLIBENCLAMIDA B.E 5MG X 1005 COMP. BE. B  Entrega 24-48 HR GLIBENCLAMIDA F-986 MINTLAB  VENC. 30-10-2022","Comprimido","Caribean Pharma Ltda","Aceptada","15000","Peso Chileno","7","105000","0","0","2020-05-15","No Seleccionada",795.597954545455,0.00879841377168859,0,131.976206575329,"Municipalidad"
"1340","8686333","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE RINCONADA","Región de Valparaíso","CLP","2020-05-12","2020-05-12","2020-06-01","PROGRAMA FARMACIA MUNICIPAL 2020 ARSENAL","GLIBENCLAMIDA 5 MG x 1000 CAJA VENC. SUPERIOR 2 AÑOS DOCUMENTACION TECNICA SOLICITADA : CERTIFICADO DE FARMAVIGILANCIA, POLITICA DE CANJE Y DEVOLUCION , CERTIFICADO DE ANALISIS DE LOTE","Glibenclamida 5 Mg. x comp.  cajas x 1000 Comp.  Genericos Clinicos S -  Fecha Venc. Abril 2022
","Comprimido","LABOFAR","Aceptada","15000","Peso Chileno","6","90000","0","0","2020-05-16","No Seleccionada",795.597954545455,0.00754149751859022,0,113.122462778853,"Municipalidad"
"1341","8686333","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE RINCONADA","Región de Valparaíso","CLP","2020-05-12","2020-05-12","2020-06-01","PROGRAMA FARMACIA MUNICIPAL 2020 ARSENAL","GLIBENCLAMIDA 5 MG x 1000 CAJA VENC. SUPERIOR 2 AÑOS DOCUMENTACION TECNICA SOLICITADA : CERTIFICADO DE FARMAVIGILANCIA, POLITICA DE CANJE Y DEVOLUCION , CERTIFICADO DE ANALISIS DE LOTE","22100219 GLIBENCLAMIDA COM 5 MG - CAJA X 1000 COM - BIOEQUIVALENTE., CAJA X 1000, REGISTRO ISP F-2414/19, FECHA DE VENCIMIENTO 31-12-2022, DESPACHO EN 2 DIAS; SE ADJUNTA CARTA DE CANJE","Comprimido","LABORATORIOS ANDROMACO S.A.","Aceptada","15000","Peso Chileno","6.16","92400","20000","123200","2020-05-15","Seleccionada",795.597954545455,0.00774260411908595,154.852082381719,116.139061786289,"Municipalidad"
"1342","8686333","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE RINCONADA","Región de Valparaíso","CLP","2020-05-12","2020-05-12","2020-06-01","PROGRAMA FARMACIA MUNICIPAL 2020 ARSENAL","GLIBENCLAMIDA 5 MG x 1000 CAJA VENC. SUPERIOR 2 AÑOS DOCUMENTACION TECNICA SOLICITADA : CERTIFICADO DE FARMAVIGILANCIA, POLITICA DE CANJE Y DEVOLUCION , CERTIFICADO DE ANALISIS DE LOTE","GLIBENCLAMIDA CM 5 MG - CAJAS X 1.000 COMP - COMPRIMIDOS BIOEQUIVALENTE- ANDROMACO - REG ISP F-2414-19 - VENCE 30 OCTUBRE 2022 - PLAZO ENTREGA 2 DÍAS - MONTO MÍNIMO DE FACTURACIÓN Y DESPACHO  35000 PESOS NETO - SE ADJUNTAN POLÍTICAS DE CANJE.","Comprimido","SOCOSEP SA","Aceptada","15000","Peso Chileno","7.41","111150","0","0","2020-05-17","No Seleccionada",795.597954545455,0.00931374943545892,0,139.706241531884,"Municipalidad"
"1343","8686356","Licitación Pública Mayor a 5000 (LR)","8","I MUNICIPALIDAD DE SAN PEDRO DE LA PAZ","Región del Biobío","CLP","2020-05-12","2020-05-14","2020-08-19",NA,"Metformina 500 mg + Glibenclamida 5 mg Comprimido o Cápsula
","S-PT4348 GLIBENCLAMIDA + METFORMINA,GLUKAUT 500/5 MG 60 COMP.REC. FECHA DE VENCIMIENTO 30-09-2022.  N° DE REGISTRO ISP: F-14331/19","Unidad","Instituto Sanitas S.A.","Aceptada","160000","Peso Chileno","42","6720000","0","0","2020-05-29","No Seleccionada",785.917857142857,0.0534406994551412,0,8550.51191282259,"Municipalidad"
"1344","8686356","Licitación Pública Mayor a 5000 (LR)","8","I MUNICIPALIDAD DE SAN PEDRO DE LA PAZ","Región del Biobío","CLP","2020-05-12","2020-05-14","2020-08-19",NA,"Metformina 500 mg + Glibenclamida 5 mg Comprimido o Cápsula
","AND0230 GLIFORTEX-G 5005MG EN CAJA DE 1000 COMP REC Entrega 72 HR METFORMINA+GLIBENCLAMIDA F-12968 ANDROMACO  VENC. 30-11-2021","Unidad","Caribean Pharma Ltda","Aceptada","160000","Peso Chileno","32","5120000","0","0","2020-06-16","No Seleccionada",785.917857142857,0.0407167233943933,0,6514.67574310292,"Municipalidad"
"1345","8686356","Licitación Pública Mayor a 5000 (LR)","8","I MUNICIPALIDAD DE SAN PEDRO DE LA PAZ","Región del Biobío","CLP","2020-05-12","2020-05-14","2020-08-19",NA,"Metformina 500 mg + Glibenclamida 5 mg Comprimido o Cápsula
","MT500.5COMP. GLUKAUT 5005 MG X 60 COMP. REC.. SANITAS. METFORMINAGLIBENCLAMIDA. REG ISP F-14331 - VTO 8-2021 - LOTE 0829518 Entrega en 48 horas. Se adjunta ISP, CANJE y anexos técnicos. Validez de la oferta 60 días. Sin costo por flete. Monto mínimo de de","Unidad","ETHON PHARMACEUTICALS SPA.","Aceptada","160000","Peso Chileno","57.7","9232000","160000","9232000","2020-06-15","Seleccionada",785.917857142857,0.0734173418705154,11746.7746992825,11746.7746992825,"Municipalidad"
"1346","8687029","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE VILLARRICA","Región de la Araucanía","CLP","2020-05-13","2020-05-13","2020-08-03","Departamento de Salud Municipal","Glibenclamida 5 mg x 60 comp.","Glibenclamida - Glibenclamida Com 5Mg X CAJAS
- 60 COM.-
 Be   - Andromaco -  Fecha Venc. Sept 2021
","Unidad","LABOFAR","Aceptada","20","Peso Chileno","483","9660","0","0","2020-05-19","No Seleccionada",785.917857142857,0.614568043734124,0,12.2913608746825,"Municipalidad"
"1347","8687029","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE VILLARRICA","Región de la Araucanía","CLP","2020-05-13","2020-05-13","2020-08-03","Departamento de Salud Municipal","Glibenclamida 5 mg x 60 comp.","SB432043 - GLIBENCLAMIDA B 5mg X60COM., GLIBENCLAMIDA 5mg COMPRIMIDOS. ISP: F-394715. Fabricante: LABORATORIO CHILE. Vencimiento mayor a 12 meses. Valor cotizado por CAJA. Unidad mínima de venta CAJA X 60 COMPRIMIDOS. Mínimo de facturación 100.000 neto ,","Unidad","Distribuidora Salcobrand","Aceptada","20","Peso Chileno","459","9180","0","0","2020-05-15","No Seleccionada",785.917857142857,0.584030501188329,0,11.6806100237666,"Municipalidad"
"1348","8687029","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE VILLARRICA","Región de la Araucanía","CLP","2020-05-13","2020-05-13","2020-08-03","Departamento de Salud Municipal","Glibenclamida 5 mg x 60 comp.","120-10-12041 GLIBENCLAMIDA 5MG 60C, venc: Ene22 F-3947/15   EQUIVALENTE TERAPÉUTICO  PLAZO ENTREGA  2 DIAS, Se adjunta documentacion técnica, certificado de farmavigilancia, politica de canje, devoluciones y norma GMP.","Unidad","LABORATORIO CHILE S.A.","Aceptada","20","Peso Chileno","390","7800","0","0","2020-05-15","No Seleccionada",785.917857142857,0.496235066369168,0,9.92470132738336,"Municipalidad"
"1349","8687029","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE VILLARRICA","Región de la Araucanía","CLP","2020-05-13","2020-05-13","2020-08-03","Departamento de Salud Municipal","Glibenclamida 5 mg x 60 comp.","GLIBENCLAMIDA 5 MG BE®, GLIBENCLAMIDA, CAJA x 60 CM, CHILE, Reg.ISP: F-3947, Vence: 2021-09-30. MONTO MINIMO DE FACTURACION  50.000+IVA, ENTREGA EN 3 DIAS HBAILES, SE ADJUNTA POLITICAS DE CNAJE- FLETE INCLUIDO.","Unidad","Medikar Ltda","Aceptada","20","Peso Chileno","623","12460","0","0","2020-05-19","No Seleccionada",785.917857142857,0.792703708584594,0,15.8540741716919,"Municipalidad"
